crwd	1535527
etn	1551182
dash	1792789
noc	1133421
wday	1327811
hum	49071
f	37996
pdrdy	899108
roku	1428439
emr	32604
bsbr	1471055
pgr	80661
gpn	1123360
glncy	1524684
idxx	874716
docu	1261333
twtr	1418091
lnsty	1439584
nxpi	1413447
dkily	1446519
gwlly	1536278
hmc	715153
itub	1132597
cvna	1690820
psa	1393311
aon	315293
gd	40533
epd	1061219
relx	929869
dnzoy	1446598
ubs	1610520
abev	1565025
lzagy	1446711
fcx	831259
tak	1395064
bcmxy	1447011
biib	875045
ifnny	1107457
vrtx	875320
met	1099219
dg	29534
bntx	1776985
nem	1164727
pins	1506293
cm	1045520
race	1648416
csuay	1445470
ing	1039765
spot	1639920
lulu	1397187
beke	1809587
bbd	1160330
wfafy	1436381
puk	1116578
kdp	1418135
rop	882835
rblx	1315098
vlvly	753762
tri	1075124
cicoy	1445161
amx	1129137
veev	1393052
jci	833444
mraay	1450468
eog	821189
trp	1232384
khc	1637459
info	1598014
scco	1001838
iqv	1478242
mnst	865752
algn	1097149
klac	319201
ntoiy	1436791
olcly	1545460
mrvl	1835632
ebay	1065088
sxyay	1575851
fanuy	1446596
vod	839923
danoy	1048515
smfg	1022837
pltr	1321655
dow	1751788
trow	1113169
ngg	1004315
jmhly	870016
vnja	1532383
mar	1048286
lyg	1160106
kmb	55785
a	1090872
msci	1408198
rost	745732
lhx	202058
tel	1385157
bce	718940
mtch	891103
tt	1466258
stz	16918
cmg	1058090
exc	1109357
gld	1222333
crary	1279967
slb	87347
e	1002242
ecify	1387438
phg	313216
bk	1390777
eric	717826
itocy	355363
cnc	1071739
dlr	1297996
gvdny	1121631
aptv	1521332
dxcm	1093557
snps	883241
aep	4904
cnq	1017413
knyjy	1436793
nvzmy	1131345
spg	1063761
wit	1123799
carr	1783180
kmi	1506307
aph	820313
bbva	842180
wba	1618921
khngy	1451287
ea	712515
dd	1666700
ftnt	1262039
bili	1723690
bcs	312069
sre	1032208
alxn	899866
bax	10456
orly	898173
svndy	1359519
ctas	723254
ppg	79879
aig	5272
mchp	827054
ovchy	1448817
pru	1137774
all	899051
crh	849395
lvs	1300514
pxd	1038357
ph	76334
payx	723531
cdns	813672
syy	96021
mpc	1510295
okta	1660134
panw	1327567
hnnmy	1396282
trv	86312
mfc	1086888
gold	756894
msi	68505
zijmy	1459580
vonoy	1652630
rkt	1805284
psx	1534701
pton	1639825
iff	51253
vivhy	1127055
hcmly	948696
gis	40704
su	311337
hpq	47217
ctsh	1058290
hsy	47111
afl	4977
xel	72903
rmd	943819
dfs	1393612
tdg	1260221
codyy	1012037
clpby	1294325
rsg	1060391
sbac	1034054
well	766704
xlnx	743988
xpev	1810997
otis	1781335
alc	1167379
hlt	1585689
bf-a	14693
kkr	1404912
mtcpy	1159204
mfg	1335730
yum	1041061
cmi	26172
glw	24741
htht	1483994
lgfry	1554394
chwy	1766502
schyy	1491703
zbh	1136869
net	1477333
dnhby	1498632
stm	932787
ashty	1518258
ntr	1725964
asazy	1253493
ddog	1561550
lyb	1489393
rht	1087423
frc	1132979
swk	93556
azo	866787
adm	7084
iau	1278680
poahy	1450346
mtd	1037646
lbrda	1611983
rok	1024478
path	1734722
cgemy	1084656
rdsmy	1339422
dhi	882184
ahchy	1448987
ctva	1755672
kbcsy	1411133
vfc	103379
cprt	900075
alpmy	1446390
wmb	107263
dboey	1437147
nwg	844150
w	1616707
amady	1502104
chcjy	1495687
arzgy	1379235
cht	1132924
wcn	1318220
swks	4127
ferg	1832433
zs	1713683
mt	1243429
mplx	1552000
anss	1013462
luv	92380
nok	924613
ame	1037868
len	920760
vlo	1035002
peg	788784
gelyy	1474968
li	1791706
ec	1444406
fmx	1061736
mck	927653
fast	815556
zlndy	1638747
trumy	1446672
pcar	75362
oran	1038143
tu	868675
cjpry	1334687
crbjy	1454471
efx	33185
sivb	719739
bgne	1651308
avb	915912
u	1810806
ccl	815097
slf	1097362
ckhuy	1637120
wltw	1140536
awk	1410636
zg	1617640
odfl	878927
eqr	906107
epam	1352010
wegzy	1445166
zbra	877212
ndaq	1120193
et	1276187
vrsk	1442145
amp	820027
anet	1596532
wec	783325
cbre	1138118
stt	93751
oxy	797468
mgddy	896076
keys	1601046
fnv	1456346
grmn	1121788
hubs	1404655
cabhf	1436647
dia	1041130
yumc	1673358
kr	56873
ccep	1650107
viac	813828
syf	1601712
es	72741
nue	73309
bby	764478
sgen	1060736
dal	27904
rng	1384905
ajg	354190
mxim	743316
are	1035443
gmab	1434265
tyidy	1130894
wst	105770
lh	920148
ejpry	1093028
mga	749098
ctryy	1462886
mdy	936958
gnrc	1474735
rci	733099
cmaky	1453056
bll	9389
ibkr	1381197
siri	908937
gwlif	850918
gbery	1179029
tsn	100493
lu	1816007
hes	4447
cuk	1125259
vrsn	1014473
fitb	35527
caixy	1535628
work	1764925
ed	1047862
saxpy	1436778
hrl	48465
db	1159508
ksu	54480
amc	1411579
enph	1463101
o	726728
wy	106535
tdoc	1477449
rprx	1802768
yndx	1513845
oke	1039684
etsy	1370637
gasny	1269920
app	1751008
anyyy	1700171
fojcy	1436740
ryaay	1038683
rweoy	939380
cdw	1402057
tef	814052
csx	277948
expe	1324424
ssmxy	1517231
zto	1677250
cern	804753
abc	1140859
tscdy	885834
sonvy	1450681
tme	1744676
tlpfy	1450682
fms	1333141
ntrs	73124
pcg	1004980
splk	1353283
ip	51434
caj	16988
cs	1159510
ftv	1659166
mkc	63754
payc	1590955
bkr	1701605
gww	277135
baesy	895564
umc	1033767
yahoy	1446437
xp	1787425
sgsoy	1069347
cjewy	1555574
dltr	935703
mtsfy	1446641
ztcoy	1445156
exr	1289490
mdb	1441816
vmc	1396009
clx	21076
uri	1067701
svnly	1448613
otsky	1544613
pkx	889132
gib	1061574
gctay	1158089
lng	3570
burl	1579298
smnny	1640117
mlm	916076
aonny	1300175
tcom	1269238
wat	1000697
frrvy	1438571
dish	1001082
cnhi	1567094
invh	1687229
imo	49938
it	749251
qrvo	1604778
hig	874766
thlly	1722401
cqp	1383650
eix	827052
dte	936340
k	55067
xyl	1524472
ppl	922224
dov	29905
vtr	740260
kmx	1170010
futu	1754581
cncn	1191334
tru	1552033
xngsy	1454948
tsco	916365
hznp	1492426
expd	746515
fandy	1454175
flt	1175454
stne	1745431
wdc	106040
rcl	884887
avtr	1722482
ter	97210
ste	1757898
chd	313927
logi	1032975
exas	1124140
txg	1770787
weicy	1452191
fts	1666175
foxa	1754301
aee	1002910
trmb	864749
ir	1699150
tlk	1001807
hban	49196
zi	1794515
ppccy	1446747
szkmy	1263521
czr	1590895
imbby	1072670
etr	65984
rnecy	1246135
alny	1178670
lb	701985
fe	1031296
dkng	1772757
coup	1385867
lyft	1759509
ttwo	946581
coo	711404
wpm	1323404
ess	920522
bio	12208
skm	1015650
maa	912595
tw	1758730
mgm	789570
sui	912593
qsr	1618756
hal	45012
nrily	1179493
alb	915913
grub	1792627
tdy	1094285
stx	1137789
ulta	1403568
dri	940944
key	91576
ix	1070304
prdsy	1527249
haity	1553473
ucbjy	1290640
snn	845982
tfx	96943
ctlt	1596783
nvcr	1645113
tyl	860731
ui	1511737
snmry	1437771
akam	1086222
br	1383312
syiey	1444718
tsgty	939383
cfg	759944
podd	1145197
crl	1100682
cve	1475260
alsmy	1062066
nvr	906163
dvn	1090012
rf	1281761
ssnc	1402436
cinf	20286
hpe	1645590
plug	1093691
pags	1712807
pool	945841
lyv	1335258
xyigy	1508669
dpz	1286681
sbhmy	1604982
xm	1747748
gpc	40987
kb	1445930
ally	40729
wmg	1319161
incy	879169
ntap	1002047
peak	765880
bsy	1031308
hei	46619
mtb	36270
bxp	1037540
dre	783280
shg	1263043
afrm	1820953
tlsny	1169870
rjf	720005
dvcmy	1163417
mktx	1278021
egrny	1595085
tech	842023
holx	859737
amcr	1748790
zen	1463172
asx	1122411
bill	1786352
bpy	1545772
mpwr	1280452
pki	31791
cag	23217
dt	1773383
lsxma	1560385
aes	874761
pba	1546066
cms	811156
hdely	1400691
ftch	1740915
jbht	728535
rol	84839
j	52988
vtrs	1792044
avy	8818
ptc	857005
omc	29989
cghly	1550635
wix	1576789
ce	1306830
rkuny	1294591
nuan	1002517
cg	1527166
pfg	1126328
mkl	1096343
iex	832101
ual	100517
vici	1705696
cah	721371
fang	1539838
bip	1406234
clvt	1764046
elan	1739104
on	1097864
ckisy	1065989
pubgy	1050952
wpp	806968
whlkf	1449594
dgx	1022079
ppd	1793294
argx	1697862
nlok	849399
nice	1003935
tif	98246
oaofy	1058255
agr	1634997
entg	1101302
ben	38777
nvax	1000694
sgioy	1281721
chkp	1015922
ntco	1776967
acgl	947484
atus	1702780
zlab	1704292
xpo	1166003
ttm	926042
grfs	1438569
bmrn	1048477
elp	1041792
emn	915389
suz	909327
nmr	1163653
enia	912505
maruy	801645
txt	217346
wab	943452
szlmy	1438844
fujhy	800364
aem	2809
szsay	1444147
fico	814547
bro	79282
abmd	815094
atasy	1437775
umicy	1477038
cgnx	851205
udr	74208
lbtya	1570585
lkq	1065696
moh	1179929
nngry	1690981
gddy	1609711
alfvy	863344
lumn	18926
cday	1725057
apo	1411494
mas	62996
nwsa	1564708
agl	1831097
smfky	1537547
hwm	4281
rh	1528849
jhx	1159152
gds	1526125
ctxs	877890
osh	1564406
bntgy	1533945
ldos	1336920
sjr	932872
sedg	1419612
avlr	1348036
disca	1437107
kkoyy	1436794
ednmy	1581671
iep	813762
l	60086
phm	822416
masi	937556
evrg	1711269
coihy	1513977
gme	1326380
lnt	352541
ranjy	1112439
els	895417
otex	1002638
sbny	1288784
sjm	91419
jbaxy	1475011
amigy	1438930
clpxy	1490083
kep	887225
sofi	1818874
cck	1219601
cpb	16732
edu	1372920
xray	818479
fmc	37785
cnp	1130310
clr	732834
aap	1158449
ccozy	1398879
swmay	1011218
viv	1066119
wynn	1174922
whr	106640
wpc	1025378
wrk	1732845
mhk	851968
aal	6201
fbhs	1519751
wrb	11544
psmmy	1439580
tal	1499620
tsp	1823593
sbysf	1783546
estc	1707753
dqjcy	1446597
cpt	906345
cchgy	1558633
vedl	1370431
ath	1527469
jxhly	1487533
mtuay	1342237
kkpny	1001474
iac	1800227
ach	1161611
wb	1595761
has	46080
ndvly	800928
lii	1069202
gdrx	1809519
amh	1562401
ggg	42888
mtn	812011
fds	1013237
fivn	1288847
yasky	1559460
pkg	75677
uwmc	1783398
cxo	1358071
kikoy	1446656
dva	927066
uhs	352915
maogy	1437144
tuya	1829118
ebr	1439124
ipg	51644
rlx	1828365
ato	731802
ndsn	72331
eqh	1333986
bki	1627014
cgasy	1555207
vips	1529192
gh	1576280
fnf	1331875
cboe	1374310
iktsy	1444714
znh	1041668
alle	1579241
ts	1190723
cheoy	1453930
ihg	858446
nly	1043219
chrw	1043277
rdy	1135951
mcfe	1783317
stld	1022671
zlioy	1546084
sbsw	1786909
rnlsy	1416039
sc	1580608
cna	21175
pwr	1050915
irm	1020569
chgg	1364954
jkhy	779152
bz	1842827
gps	39911
fosuy	1462456
wsm	719955
znga	1439404
cnpay	1450278
dbx	1467623
sqm	909037
sna	91440
tpl	1811074
ivz	914208
cx	1076378
mpw	1287865
gjnsy	1531384
jpxgy	1600520
ozon	1822829
stbfy	1587200
brkr	1109354
teck	886986
frfhf	915191
hst	1070750
lnc	59558
ttc	737758
bah	1443646
warfy	901684
pcor	1611052
smtoy	95227
cabo	1632127
sid	1049659
lw	1679273
wtrg	78128
aseky	1450206
abmrf	1784384
penn	921738
tpr	1116132
monoy	1583055
trex	1069878
rpm	110621
run	1469367
emraf	1127248
mos	1285785
shwgy	1505223
bwa	908255
uhal	4457
kof	910631
cvac	1809122
axon	1069183
sam	949870
qgen	1015820
wlk	1262823
pega	1013857
iq	1722608
ffiv	1048695
levi	94845
ophly	940821
ahexy	1446251
aos	91142
tap	24545
nwl	814453
ipgp	1111928
fnd	1507079
cree	895419
crsp	1674416
asan	1477720
lnegy	1437041
pnr	77360
rgen	730272
iclr	1060955
lspd	1823306
wso	105016
spce	1706946
ipxhy	1309035
morn	1289419
bg	1144519
hsic	1000228
lpla	1397911
five	1177609
ndeky	353991
mmp	1126975
dar	916540
reg	910606
smmyy	1551402
ver	1507385
deck	910521
glpi	1575965
qs	1811414
kl	1713443
rmyhy	1636804
cf	1324404
cea	1030475
pcty	1591698
bep	1533232
bhc	885590
lamr	1090425
hrgly	1528651
teva	818686
ares	1176948
clf	764065
lfst	1845257
gfl	1780232
lad	1023128
mro	101778
jazz	1232524
nclh	1513761
shmay	1555379
ntra	1604821
lea	842162
afg	1042046
smg	825542
remyy	1552653
oled	1005284
iliay	1570932
bmbl	1830043
mrvi	1823239
ntla	1652130
cp	16875
mndy	1845338
dlb	1308547
efgsy	1445153
sgpyy	1253494
mdiby	1379481
oc	1370946
pen	1321732
isuzy	763665
trgp	1389170
nrg	1013871
negg	1474627
uelmo	100826
rdeiy	1438654
pfpt	1212458
klycy	1449614
dxc	1688568
hubb	48898
re	1095073
curlf	1756770
azpn	929940
dox	1062579
iaugy	1206571
erie	922621
shcay	800840
csl	790051
ewbc	1069157
kotmy	1543727
open	1801169
jll	1037976
cold	1455863
ni	1111711
vrt	1674101
rhi	315213
japsy	318269
stor	1538990
agco	880266
fslr	1274494
gl	320335
appn	1441683
cube	1298675
midd	769520
cma	28412
ggb	1073404
ssl	314590
ugi	884614
bbio	1743881
wal	1212545
chpt	1777393
smar	1366561
bap	1001290
aiz	1267238
rs	861884
bfam	1437578
oukpy	1436786
prymy	1437672
manh	1056696
dnli	1714899
gwre	1528396
wrtby	1436771
pnw	764622
wu	1365135
pltk	1828016
synh	1610950
ggdvy	925428
y	775368
mksi	1049502
bch	1161125
cms-pb	201533
shtdy	1556605
armk	1584509
aqn	1174169
upst	1647639
asgly	7646
nbix	914475
atr	896622
acm	868857
fhn	36966
bynd	1655210
dnb	1799208
psxp	1572910
sci	89089
grpty	1395167
pso	938323
ksryy	1668501
ua	1336917
cae	1173382
st	1477294
frt	34903
arvl	1835059
siely	1453732
aacay	1447647
bak	1071438
glob	1557860
aci	1646972
kim	879101
aemmy	1437776
cien	936395
wes	1423902
cone	1553023
see	1012100
jnpr	1043604
adt	1703056
agnc	1423689
vst	1692819
wex	1309108
arcc	1287750
bery	1378992
vno	899689
slfpy	1370418
icl	941221
amed	896262
seic	350894
asai	1834048
cgc	1737927
bldr	1316835
shpmy	1570300
dks	1089063
ubsfy	1446702
g	1398659
nlsn	1492633
csan	1430162
bsac	1027552
atdry	1647435
ohi	888491
sommy	1409236
fvrr	1762301
lsi	944314
flex	866374
aeg	769218
cbsh	22356
tfii	1588823
jbl	898293
zion	109380
rl	1037038
phys	1477049
wfg	1402388
tixt	1825155
mrtx	1576263
kss	885639
hmtly	353990
cnxc	1803599
ggmc	1818880
alv	1034670
osk	775158
nnn	751364
zayo	1608249
miufy	1447113
wynmy	1480134
uthr	1082554
cpri	1530721
hii	1501585
slv	1330568
arw	7536
jef	96223
wms	1604028
dseey	1481045
rohcy	1442653
fate	1434316
bsmx	1698287
kgc	701818
pii	931015
tokuy	1131652
mbt	1115837
gfi	1172724
roymy	1592438
usfd	1665918
psfe	1833835
ntnx	1618732
au	1067428
sepjy	1518521
ehc	785161
krc	1025996
dci	29644
yeti	1670592
gmed	1237831
tpx	1206264
omf	1584207
paa	1070423
plan	1540755
gntx	355811
itt	216228
h	1468174
leco	59527
hegiy	1449217
mlco	1381640
glbe	1835963
dnfgy	1454473
ovv	1792580
nfe	1749723
hllgy	1674534
an	350698
bmrry	1671235
tv	912892
knx	1492691
mrwsy	1446128
four	1794669
rexr	1571283
airc	1820877
iivi	820318
apa	1841666
rtmvy	1516536
tx	1342874
rga	898174
hrc	47518
xlrn	1280600
fsv	1637810
sqsp	1496963
wwd	108312
skx	1065837
fcnca	798941
che	19584
lpl	1290109
rgld	85535
bc	14930
acsay	1448375
mtz	15615
pvh	78239
ori	74260
site	1650729
crct	1828962
tdhoy	1288098
malry	1537280
iaa	1745041
jsgry	1442656
athm	1527636
sklz	1801661
chdn	20212
lscc	855658
voya	1535929
tlry	1731348
stwd	1465128
ccj	1009001
ccoey	1551467
crox	1334036
cacc	885550
figs	1846576
alk	766421
upwk	1627475
wish	1822250
rnr	913144
wf	1264136
vlpny	1378984
amg	1004434
eeft	1029199
xec	1168054
dava	1656081
thc	70318
bepc	1791863
gtbif	1795139
bncdy	1667075
nyt	71691
surry	1556607
fybr	20520
sgms	750004
itvpy	1283708
suopy	1347141
casy	726958
tol	794170
asnd	1612042
cib	1071371
gil	1061894
chng	1756497
pbct	1378946
asomy	1492075
beam	1745999
mituy	1446420
hog	793952
lazr	1758057
axta	1616862
pacb	1299130
post	1530950
furcf	1559444
pe	1594466
mat	63276
oln	74303
frpt	1611647
nvst	1757073
cnvvy	1694271
tiscy	773917
cfr	39263
hwdjy	1563177
felty	1447250
shc	1822479
fr	921825
bb	1070235
azek	1782754
staa	718937
cciv	1811210
htcmy	1446648
ffin	36029
oge	1021635
aa	1675149
faf	1472787
crcby	1553915
cog	858470
sfix	1576942
sf	720672
ttek	831641
zhuzy	1556616
hqy	1428336
fupby	1534043
kc	1795589
swav	1642545
leg	58492
sgfy	1828182
brks	933974
brx	1581068
slab	1038074
colm	1050797
vac	1524358
wh	1722684
acc	1283630
egp	49600
chh	1046311
son	91767
txrh	1289460
coty	1024305
bl	1666134
nvta	1501134
jhg	1274173
byd	906553
kt	892450
edr	1766363
mpfry	1417695
srcl	861878
fsly	1517413
halo	1159036
arwr	879407
eme	105634
pnfp	1115055
lhcg	1303313
rba	1046102
aer	1378789
omcl	926326
pb	1068851
rdfn	1382821
dooo	1748797
clzny	1366235
msa	66570
medp	1668397
wsc	1647088
apps	317788
nkla	1731289
kajmy	1446660
lmnd	1691421
sjmhy	1599962
cohr	21510
bhvn	1689813
angi	1705110
ogfgy	845033
dcp	1338065
plnt	1637207
foxf	1424929
slm	1032033
gwr	1012620
aval	1504764
mp	1801368
lite	1633978
tmx	1428875
jcom	1084048
nxst	1142417
snv	18349
woof	1826470
bj	1531152
vrns	1361113
man	871763
bgaoy	1325378
tndm	1438133
rxrx	1601830
reyn	1786431
rcm	1472595
mdu	67716
pfgc	1618673
cakfy	1446707
fl	850209
prgo	1585364
bld	1633931
twst	1581280
hbi	1359841
aeo	919012
cfx	1420800
mstr	1050446
fsk	1422183
rare	1515673
ingr	1046257
stag	1479094
ai	1577526
pag	1019849
enggy	1446294
lfus	889331
dada	1793862
tho	730263
ayi	1144215
x	1163302
sekey	1261759
ncr	70866
ely	837465
snx	1177394
caci	16058
lstr	853816
rxn	1439288
shls	1831651
osagy	1603194
lpx	60519
wk	1445305
cdk	1609702
paas	771992
dv	1819928
dsgx	1050140
hta	1360604
zh	1835724
mzday	1447122
cano	1800682
uso	1327068
tkr	98362
mnso	1815846
bpop	763901
ard	1689662
exp	918646
dei	1364250
nep	1603145
krnt	1625791
cor	1490892
shmuy	1564228
qtwo	1410384
ncno	1566895
srpt	873303
iart	917520
bokf	875357
hun	1307954
docn	1582961
evr	1360901
pri	1475922
vvv	1674910
vopky	1452188
eqt	33213
hayw	1834622
exel	939767
shlx	1610466
jwn	72333
hele	916789
dct	1160951
phi	78150
vrm	1580864
hlf	1180262
diisy	1563255
ayx	1689923
orcc	1655888
eslt	1027664
m	794367
nov	1021860
hli	1302215
nkrky	1436790
unm	5513
esi	1590714
expi	1495932
olli	1639300
hnp	929058
tuify	1342875
nati	935494
cc	1627223
achc	1520697
imab	1778016
slg	1040971
dufry	1546354
isday	1224306
sem	1320414
tfsl	1381668
apls	1492422
mxchy	1435969
amkr	1047127
mgp	1656936
ssb	764038
ions	874015
asr	1123452
syna	817720
cuz	25232
src	1308606
bwxt	1486957
pac	1347557
pstg	1474432
snphy	1501108
ektay	1451160
saia	1177702
cour	1651562
asmvy	1447945
rpd	1560327
adrzy	1436467
rykky	1592049
tgtx	1001316
mpln	1793229
bzzuy	1437774
evbg	1437352
hocff	1450349
msloy	1447112
gpk	1408075
ysg	1819580
cr	25445
vnt	1786842
pgny	1551306
vir	1706431
swi	1739942
car	723612
gtls	892553
nvro	1444380
bldp	1453015
apnhy	1454177
trip	1526520
qdel	353569
dsey	1831617
kzmyy	1438929
virt	1592386
brthy	14595
algm	866291
lanc	57515
cybr	1598110
qts	1577368
ppc	802481
legn	1801198
kbr	1357615
sdgr	1490978
mms	1032220
ozk	1569650
abcl	1703057
hcm	1648257
fsr	1720990
inov	1619954
mdla	1540184
celh	1341766
vly	714310
neo	1077183
altr	1701732
rbc	82811
chk	895126
adpt	1478320
jblu	1158463
cd	1807192
esgr	1363829
tdc	816761
hhc	1498828
qfin	1741530
jobs	1295484
ash	1674862
irdm	1418819
timb	1826168
spt	1517375
awi	7431
gfszy	1438927
lpro	1806201
qrtea	1355096
ibrx	1326110
cwen	1567683
nycb	910073
fls	30625
swch	1710583
gtes	1718512
olo	1431695
ads	1101215
hxl	717605
gbci	868671
nvt	1720635
wen	30697
flo	1128928
spwr	867773
ryn	52827
cmhhy	1446751
msm	1003078
meggy	1487786
insp	1609550
hfc	48039
feye	1370880
powi	833640
rvlv	1746618
nomd	1651717
saic	1571123
tnl	1361658
wcc	929008
asgn	890564
knbe	1664998
bpmc	1597264
gbtc	1588489
esnt	1448893
shi	908732
clh	822818
ocdx	1828443
stn	1131383
drvn	1804745
lesl	1821806
roll	1324948
cw	26324
ida	1057877
neog	711377
hlne	1433642
dq	1477641
cigi	913353
am	1623925
reta	1358762
vmi	102729
spr	1364885
crus	772406
novt	1076930
wts	795403
appf	1433195
atc	1762459
thg	944695
cit	1171825
ensg	1125376
iipr	1677576
laz	1311370
yy	1530238
rrr	1653653
chx	1723089
trup	1371285
comp	1563190
ttec	1013880
gshd	1726978
onem	1404123
ssd	920371
nrz	1556593
upchy	1447772
mlluy	1485888
sigi	230557
ab	825313
sail	1627857
fcn	887936
bbavy	1399224
hiw	921082
nari	1531048
nfg	70145
amrs	1365916
rli	84246
goos	1690511
nea	1195737
kod	1468748
cdna	1217234
igt	1619762
pacw	1102112
vicr	751978
expo	851520
crnc	1768267
sbs	1170858
gt	42582
tnet	937098
bigc	1626450
mtg	876437
al	1487712
cldr	1535379
seb	88121
vzio	1835591
tcnnf	1754195
zim	1654126
prva	1759655
wing	1636222
wbs	801337
he	354707
asccy	1600930
xrx	1770450
kmpr	860748
amn	1142750
gra	1045309
wygpy	1450021
ubsi	729986
allk	1564824
trno	1476150
bxmt	1061630
adc	917251
pk	1617406
slgn	849869
hasi	1561894
pbsfy	1137849
api	1802883
glpg	1421876
stl	1070154
tenb	1660280
pdce	77877
ddd	910638
tpdky	1436652
cri	1060822
be	1664703
shak	1620533
ocft	1780531
hypmy	1486749
psth	1811882
grp-un	1564538
ufpi	912767
sim	887153
btg	1429937
frog	1800667
msp	1724570
itri	780571
ar	1433270
aciw	935036
nova	1772695
icui	883984
taipy	1716957
comm	1517228
rnmby	1450345
abcm	1492074
alsn	1411207
hr	899749
pinc	1577916
safe	1688852
wwe	1091907
oscr	1568651
alrm	1459200
alhc	1832466
smtc	88941
newr	1448056
apg	1796209
bcpc	9326
box	1372612
fizz	69891
umbf	101382
hrb	12659
pay	1841156
lpsn	1102993
ay	1601072
sono	1314727
npsky	354470
avnt	1122976
mtsi	1493594
jbt	1433660
rezi	1740332
rdn	890926
arna	1080709
aeis	927003
ftdr	1727263
kwr	81362
pnm	1108426
lope	1434588
hpp	1482512
lgf-a	929351
qlys	1107843
jbgs	1689796
ameh	1083446
ccmp	1102934
cef	1726122
sdipf	1562040
safm	812128
cig	1157557
bcucy	1581285
unf	717954
psb	866368
rxt	1810019
rhp	1040829
axs	1214816
por	784977
wtfc	1015328
auy	1264089
cert	1827090
tsuky	702257
ens	1289308
bkh	1130464
aimc	1374535
swtx	1773427
msgs	1636519
sig	832988
alks	1520262
zy	1645842
eye	1710155
anat	1801075
wns	1356570
fubo	1484769
unvr	1494319
clov	1801170
wri	828916
tgna	39899
tkc	1071321
env	1337619
tigo	912958
apam	1517302
lgih	1580670
brfs	1122491
me	1804591
adnt	1670541
frhc	924805
psn	275880
maury	62919
cnmd	816956
pfsi	1745916
jamf	1721947
doc	1574540
sbra	1492298
mtdr	1520006
sum	1621563
enbl	1591763
ninoy	1446588
aqua	1604643
nsa	1618563
cdlx	1666071
cbu	723188
mgni	1595974
livn	1639691
umpq	1077771
kbh	795266
knsl	1669162
r	85961
opch	1014739
olk	1835539
lysdy	1444327
